보증금,월세,전용면적,노후도,해당층,전체층,엘리베이터,위도,경도,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m),남향,풀옵션,is_outlier,outlier_reason
300,50.0,49.59,6.0,3,4,True,35.8457696130084,128.759199834914,1200.0,158.0,6.0,504.0,2565.0,202.0,245.0,True,False,True,월세_high 전용면적_high
200,33.0,20.0,6.0,3,4,False,35.840091324207,128.759578183537,740.0,435.0,42.0,116.0,2309.0,83.0,58.0,True,True,False,None
500,40.0,49.59,6.0,3,4,False,35.8173771794116,128.755551199092,2116.0,191.0,99.0,216.0,2506.0,138.0,190.0,True,True,True,보증금_high 전용면적_high
300,40.0,49.56,6.0,3,4,False,35.8173771794116,128.755551199092,2116.0,191.0,99.0,216.0,2506.0,138.0,190.0,True,False,True,전용면적_high
70,26.0,29.8,18.0,3,3,False,35.8430521238295,128.751043891861,771.0,379.0,111.0,648.0,1792.0,95.0,103.0,True,True,False,None
200,35.0,29.75,6.0,2,3,False,35.8216829867977,128.757699478556,1680.0,202.0,219.0,303.0,2363.0,122.0,267.0,True,True,False,None
100,35.0,45.0,6.0,2,3,False,35.8410914635926,128.752310471508,538.0,242.0,213.0,404.0,1762.0,15.0,140.0,True,True,False,None
70,24.0,25.0,6.0,1,3,False,35.8414502710287,128.750871773602,602.0,353.0,140.0,521.0,1674.0,88.0,153.0,True,True,False,None
100,33.0,40.0,6.0,2,3,False,35.8441644711397,128.751779439735,882.0,414.0,243.0,691.0,1922.0,175.0,229.0,True,False,False,None
100,28.0,39.67,6.0,3,4,False,35.8209179957395,128.755500503311,1724.0,23.0,42.0,93.0,2247.0,80.0,64.0,True,True,False,None
70,24.0,29.8,6.0,2,4,False,35.8441644711397,128.751779439735,882.0,414.0,243.0,691.0,1922.0,175.0,229.0,True,True,False,None
100,30.0,26.45,6.0,3,4,False,35.831214370779,128.747506021287,663.0,694.0,117.0,814.0,1099.0,138.0,193.0,False,True,False,None
100,30.0,23.14,6.0,4,4,False,35.838713082922176,128.75153482277014,296.0,197.0,73.0,265.0,1578.0,77.0,279.0,True,True,False,None
100,27.0,26.45,6.0,2,4,False,35.8313621998425,128.747577318116,661.0,697.0,112.0,798.0,1103.0,128.0,195.0,False,True,False,None
200,36.0,26.45,6.0,3,3,False,35.8393880693448,128.752823133119,346.0,76.0,68.0,239.0,1715.0,62.0,209.0,False,True,False,None
70,23.0,23.14,7.0,2,3,False,35.8376689792033,128.751372092862,205.0,266.0,52.0,199.0,1522.0,81.0,231.0,False,True,False,None
100,36.0,33.06,6.0,3,3,False,35.8383798984346,128.754983091078,302.0,115.0,20.0,19.0,1855.0,144.0,179.0,True,True,False,None
100,20.0,26.45,6.0,2,4,False,35.8390930943176,128.764834682173,1124.0,133.0,109.0,238.0,2729.0,41.0,91.0,False,False,False,None
100,35.0,39.67,6.0,3,3,False,35.8216305867655,128.755797898009,1650.0,90.0,70.0,142.0,2223.0,53.0,147.0,True,True,False,None
150,33.0,26.45,7.0,3,3,False,35.839797029903,128.752944572847,391.0,91.0,67.0,259.0,1744.0,82.0,164.0,True,True,False,None
100,26.0,25.5,7.0,3,3,False,35.8399842780487,128.752821423436,412.0,114.0,89.0,281.0,1744.0,85.0,152.0,True,True,False,None
200,32.0,25.5,6.0,2,4,False,35.8391162251672,128.751771111457,331.0,169.0,116.0,282.0,1616.0,50.0,287.0,True,False,False,None
100,33.0,29.75,14.0,2,3,False,35.8396355519947,128.750626812708,424.0,276.0,201.0,394.0,1550.0,138.0,332.0,True,True,False,None
200,45.0,33.05,26.0,3,3,False,35.8393226755748,128.753160894204,340.0,45.0,39.0,210.0,1740.0,39.0,204.0,False,True,False,None
200,45.0,33.05,26.0,2,3,False,35.8393226755748,128.753160894204,340.0,45.0,39.0,210.0,1740.0,39.0,204.0,True,True,False,None
100,27.0,25.5,7.0,1,3,False,35.8392456786841,128.752638724298,331.0,90.0,68.0,245.0,1693.0,51.0,230.0,True,True,False,None
100,20.0,26.45,7.0,2,3,False,35.831872838068,128.748223587929,644.0,750.0,65.0,717.0,1153.0,77.0,191.0,True,True,False,None
500,55.0,50.5,6.0,4,4,False,35.8400068316197,128.756577056597,533.0,196.0,40.0,64.0,2053.0,87.0,141.0,True,True,True,월세_high 보증금_high 전용면적_high
100,30.0,30.0,6.0,3,4,False,35.8224607526897,128.756312540823,1568.0,190.0,87.0,237.0,2211.0,75.0,250.0,True,True,False,None
100,23.0,30.0,6.0,1,3,False,35.8217859014161,128.757655941286,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0,True,True,False,None
200,30.0,21.0,6.0,2,4,False,35.8406539372605,128.756508656574,588.0,164.0,58.0,115.0,2076.0,65.0,149.0,False,True,False,None
200,35.0,25.0,6.0,1,3,False,35.840366392,128.754282048211,473.0,115.0,33.0,249.0,1880.0,144.0,87.0,False,True,False,None
200,35.0,20.0,6.0,2,4,False,35.8396585497473,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,False,True,False,None
200,38.0,27.0,6.0,4,4,False,35.8407644449356,128.756654522964,605.0,167.0,62.0,119.0,2093.0,75.0,140.0,True,True,False,None
400,50.0,27.0,6.0,2,3,False,35.8402548986317,128.754444159126,465.0,100.0,18.0,233.0,1888.0,125.0,105.0,True,True,True,월세_high 보증금_high
200,35.0,23.14,6.0,2,4,False,35.8396585497466,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,True,True,False,None
200,35.0,29.75,6.0,3,4,False,35.8396585497466,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,True,True,False,None
150,30.0,29.75,16.0,2,3,False,35.838846448385,128.751281447661,319.0,216.0,95.0,290.0,1564.0,103.0,306.0,True,True,False,None
200,35.0,29.75,23.0,3,3,False,35.842205425566,128.751155317314,677.0,365.0,108.0,566.0,1743.0,0.0,117.0,True,True,False,None
200,30.0,26.44,11.0,2,4,False,35.8405656533684,128.756210997979,565.0,152.0,41.0,126.0,2047.0,47.0,173.0,True,True,False,None
