보증금,월세,전용면적,노후도,해당층,전체층,엘리베이터,위도,경도,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m),남향,풀옵션,is_outlier,outlier_reason,PC1,PC2,PC3,PC4,cluster
100,34.0,29.75,7.134969325153374,3,3,False,35.8378143531176,128.751506539883,210.0,247.0,37.0,197.0,1538.0,62.0,226.0,False,True,False,,-1.3356410392544444,-0.9972950508051063,-0.4489504796990515,-0.1696781719573983,1
100,28.0,29.75,24.0,3,3,False,35.8411683218776,128.752002061001,549.0,264.0,232.0,428.0,1743.0,31.0,168.0,False,True,False,,0.7725083477218405,-1.489648389733763,0.4969700791825331,-1.2754347472623269,1
200,37.0,29.75,26.0,1,3,False,35.8396628321716,128.752390043449,379.0,124.0,109.0,289.0,1693.0,32.0,205.0,True,True,False,,-0.98345836585999,-0.8183442902882785,0.4890126500572522,-0.391995180391466,3
50,20.0,25.5,6.0,3,3,False,35.8432557357854,128.756503506343,843.0,219.0,81.0,376.0,2210.0,93.0,315.0,True,True,False,,0.17619802068225093,-0.9176985805914446,1.0645279848277092,-0.5324100555799434,3
200,30.0,20.0,6.0,2,4,False,35.8413554331719,128.757742842764,716.0,237.0,91.0,137.0,2209.0,24.0,106.0,True,True,False,,-0.6455537877537508,0.7411696921797747,-0.4643345159980879,-0.9515680606935726,3
70,20.0,26.45,7.0,3,3,False,35.8380630256867,128.752602853676,200.0,158.0,72.0,145.0,1641.0,51.0,160.0,True,True,False,,-1.4510817229403494,-0.3632964627156831,-0.26912478768238146,-0.008849399072384335,3
200,35.0,34.0,6.0,1,3,False,35.8210255430579,128.755571581503,1713.0,27.0,55.0,100.0,2245.0,81.0,77.0,True,True,False,,-0.5129504618099371,2.217521009881217,0.31236856382968886,0.6136887187287619,3
200,35.0,34.0,6.0,2,3,False,35.8210255430579,128.755571581503,1713.0,27.0,55.0,100.0,2245.0,81.0,77.0,True,True,False,,-0.5129504618099371,2.217521009881217,0.31236856382968886,0.6136887187287619,3
70,22.0,25.5,7.0,2,3,False,35.8389671284182,128.753917787236,314.0,36.0,13.0,132.0,1787.0,43.0,219.0,True,False,False,,-2.2204127508784546,0.023930290091537482,0.3886358464029092,0.29410633000552117,2
100,31.0,25.5,6.0,4,4,False,35.8383520873484,128.759472146022,639.0,457.0,39.0,175.0,2241.0,35.0,194.0,True,True,False,,-0.3136187651082197,-0.09320335075856913,-1.1075906352259155,-1.6618026175642446,3
100,23.0,27.0,6.0,3,4,False,35.8222485444037,128.757630958432,1618.0,234.0,203.0,320.0,2325.0,127.0,300.0,True,True,False,,1.679373744500124,-0.7087775074135445,2.17666603240838,-0.5925423666562926,3
100,28.0,27.0,6.0,4,4,False,35.8376934184071,128.75887161836,565.0,431.0,53.0,200.0,2170.0,125.0,262.0,True,True,False,,0.25004193183789564,-0.7995351606146357,-0.4419104062135625,-0.641567484360632,3
150,35.0,27.0,6.0,2,3,False,35.838827603984,128.754715952571,329.0,61.0,63.0,74.0,1849.0,117.0,219.0,False,True,False,,-1.3973557868662647,-0.14767263760485802,0.7193810741995531,0.903043490905064,1
100,28.0,27.0,6.0,1,3,False,35.8398574463648,128.751044708729,430.0,245.0,208.0,387.0,1595.0,108.0,287.0,True,True,False,,0.7085985849280919,-2.3486058377654233,1.2757153330351714,-0.35050604393267887,3
200,36.0,27.0,6.0,3,3,False,35.8388317018315,128.75313902133,285.0,61.0,19.0,185.0,1717.0,38.0,212.0,True,True,False,,-2.048174144963077,-0.18719850169161265,0.19085222415000466,0.17475557869981445,3
200,30.0,20.0,6.0,2,4,False,35.8382044997829,128.754782238973,276.0,130.0,20.0,24.0,1831.0,118.0,154.0,False,True,False,,-1.5659340729002122,0.3744884970953391,-0.4064190383260694,0.95488619202265,1
200,35.0,33.06,6.0,3,3,False,35.8214000029158,128.75563039337,1673.0,65.0,66.0,116.0,2225.0,77.0,118.0,True,True,False,,-0.40209998362598665,1.756553095541012,0.5355556929535453,0.3245077077978217,3
200,33.0,27.0,6.0,3,3,False,35.8381491845988,128.751502171386,241.0,226.0,24.0,220.0,1551.0,49.0,243.0,False,True,False,,-1.5116419779254484,-0.9999349947757451,-0.3199463095385521,-0.25915317783854674,1
100,20.0,22.0,6.0,3,5,True,35.8427170069011,128.76340760983,1191.0,309.0,49.0,96.0,2737.0,54.0,81.0,True,False,False,,-0.023106907726619948,1.8921254828039182,-0.8724958422654303,-1.0336361214255763,0
300,45.0,30.0,6.0,4,4,False,35.8386203543511,128.760216336297,713.0,473.0,109.0,219.0,2313.0,41.0,196.0,True,True,False,,0.43397963145641355,-0.41856641149191154,-0.6137878319669475,-1.9249130576947704,3
200,38.0,20.0,6.0,3,3,False,35.8373442163176,128.751458465619,173.0,285.0,38.0,177.0,1517.0,105.0,215.0,False,True,False,,-0.9814924494735672,-1.054070312795959,-0.7065821794634012,0.24212571468884664,1
200,45.0,20.0,6.0,3,3,False,35.8395600746942,128.753491376098,370.0,42.0,12.0,205.0,1778.0,55.0,171.0,False,True,False,,-1.8414575857614361,0.21966284230217684,-0.08259531284728161,0.49873382600130334,1
200,37.0,25.0,6.0,3,4,False,35.8404779001747,128.756894002318,592.0,203.0,26.0,81.0,2100.0,69.0,110.0,True,True,False,,-1.1340475710863809,0.9398518653689413,-0.8340678656407404,-0.019037941674214204,3
200,30.0,33.05,7.0,3,3,False,35.83224825806092,128.70379139630006,961.0,208.0,91.0,360.0,826.0,116.0,193.0,False,True,False,,-0.11938172476842032,-1.5463514243789802,-0.2915823314035239,0.9435877076409505,1
100,30.0,25.5,6.0,2,3,False,35.8405315896811,128.754089246444,486.0,137.0,57.0,272.0,1873.0,154.0,63.0,True,True,False,,-0.1264000657008579,0.504118813245874,-1.0231457859731241,1.3255194385417284,3
100,20.0,23.14,6.0,2,4,False,35.8415911031144,128.762464769387,1048.0,274.0,125.0,61.0,2611.0,36.0,73.0,True,True,False,,0.0175355481501014,1.4992982092834306,-0.28795434487923205,-1.2351857834667213,3
300,35.0,33.06,6.0,2,4,False,35.8308775408184,128.704420722583,1109.0,216.0,73.0,421.0,979.0,68.0,84.0,False,False,False,,-0.09715916884887385,-0.5701962495828363,-1.2714914961861286,0.4972200428127716,2
300,45.0,29.75,6.0,1,3,False,35.8233248697358,128.754404561486,1447.0,158.0,138.0,266.0,2014.0,140.0,241.0,True,True,False,,0.794911260598738,-0.24526962858966309,1.379733805265294,0.3770270377264187,3
200,32.0,27.0,6.0,3,4,False,35.8380116282748,128.759503912719,629.0,471.0,27.0,203.0,2234.0,65.0,232.0,False,True,False,,-0.12060566493425953,-0.3987788352471628,-0.9853759497023583,-1.4008653681845404,1
200,35.0,27.0,6.0,3,5,False,35.8399533021898,128.75974224565,743.0,455.0,48.0,133.0,2317.0,79.0,73.0,True,True,False,,0.1990122442064989,0.8358412156477611,-1.9249983735482983,-0.9594894092580002,3
100,30.0,23.14,6.0,2,3,False,35.84053039550781,128.7540893554692,486.0,137.0,57.0,271.0,1873.0,154.0,63.0,False,True,False,,-0.12902557632682485,0.5058410161687473,-1.0222952272449797,1.3258037713534068,1
200,40.0,40.0,6.0,2,3,False,35.8428497159164,128.748700239429,821.0,195.0,88.0,770.0,1617.0,46.0,117.0,True,True,False,,0.7931521294019298,-0.908325246467768,-0.9558694009393701,-0.33088812904983406,3
200,35.0,26.45,6.0,4,4,False,35.8387302961033,128.755171531912,343.0,89.0,34.0,58.0,1884.0,117.0,222.0,True,True,False,,-1.5280821494799728,-0.009698166348433745,0.4412779801140397,0.8642545781870171,3
70,23.0,23.14,6.0,3,3,False,35.8434848130162,128.749400699576,860.0,224.0,71.0,776.0,1712.0,54.0,101.0,False,True,False,,0.9287474204727044,-0.6695595774501482,-1.2907982014105146,-0.32407916249928864,1
100,27.0,33.05,6.0,3,4,False,35.8262583892936,128.727637283352,869.0,431.0,87.0,179.0,1032.0,137.0,152.0,False,False,False,,0.2738447680163332,-1.2322322976789557,-1.3919220678508888,0.3998055264314635,2
200,25.0,26.0,6.0,3,3,False,35.8391162251665,128.751771111458,331.0,169.0,116.0,282.0,1616.0,50.0,287.0,False,True,False,,-0.8653407053723193,-1.5856284228779238,0.9753094052526557,-0.4711118607592376,1
200,35.0,20.0,6.0,1,3,False,35.8405402920606,128.753542504211,478.0,149.0,93.0,292.0,1829.0,127.0,65.0,False,True,False,,-0.023366193175323968,0.2372752744819052,-0.8152154784587685,0.875906381733948,1
200,35.0,20.0,6.0,2,3,False,35.8405402920606,128.753542504211,478.0,149.0,93.0,292.0,1829.0,127.0,65.0,False,True,False,,-0.023366193175323968,0.2372752744819052,-0.8152154784587685,0.875906381733948,1
200,38.0,26.45,6.0,2,3,False,35.8390630602204,128.751597963341,330.0,185.0,110.0,288.0,1600.0,65.0,302.0,True,False,False,,-0.7623146112750492,-1.7263916502501646,0.9698325359086902,-0.35403908297144326,2
200,35.0,26.45,6.0,2,4,False,35.8405526099436,128.756382028358,572.0,164.0,56.0,114.0,2061.0,60.0,157.0,True,True,False,,-1.1169747696220949,0.4647855878528905,-0.11097039873368388,-0.1528708107128877,3
200,44.0,20.0,6.0,3,4,False,35.8388964447691,128.755135795031,356.0,73.0,53.0,76.0,1887.0,105.0,237.0,False,True,False,,-1.4969133457401052,-0.1738449973928793,0.7674077110019206,0.6851758626617588,1
100,27.0,33.05,6.0,2,4,False,35.8262583892936,128.727637283352,869.0,431.0,87.0,179.0,1032.0,137.0,152.0,False,False,False,,0.2738447680163332,-1.2322322976789557,-1.3919220678508888,0.3998055264314635,2
200,35.0,23.14,6.0,2,3,False,35.8385106210099,128.750408088883,332.0,301.0,130.0,322.0,1477.0,42.0,349.0,False,True,False,,-0.48627794977340966,-2.5112423301234506,0.9510054729859307,-1.1212702589185788,1
100,31.0,26.45,7.0,2,3,False,35.839773079662,128.75225756280307,392.0,140.0,124.0,305.0,1688.0,37.0,204.0,False,True,False,,-0.7527557671551764,-0.9409545559953036,0.5152066455566894,-0.4344702773462936,1
50,20.0,23.14,6.0,3,5,True,35.8427539635379,128.763762915154,1219.0,298.0,38.0,116.0,2768.0,85.0,113.0,True,False,False,,0.13961857460904117,1.7470105793061024,-0.6518076629737979,-0.6864989222487549,0
100,32.0,20.0,6.0,2,4,False,35.8408197089065,128.755382805088,554.0,92.0,45.0,202.0,1992.0,41.0,133.0,True,True,False,,-1.3196218028087392,0.5872069056603872,-0.19257061342658083,-0.016015054118395627,3
200,33.0,29.75,6.0,3,4,False,35.8298722695955,128.734312179181,710.0,197.0,20.0,167.0,363.0,217.0,134.0,True,False,False,,-0.7113139064741534,-1.233443309619719,-1.400134680252305,2.882948400327382,2
200,35.0,33.06,6.0,3,4,False,35.8399538443085,128.759742146958,743.0,455.0,48.0,133.0,2318.0,79.0,73.0,True,False,False,,0.1995026359877924,0.8369097079926825,-1.924611609759077,-0.960173114519999,2
100,30.0,33.06,6.0,1,3,False,35.8221927940477,128.71778523219,1627.0,98.0,333.0,183.0,1417.0,233.0,122.0,True,False,False,,2.3303536657495183,-0.7322020446679292,2.0108571538392237,1.774694672871803,2
100,30.0,36.36,16.0,3,4,False,35.8380296664486,128.764792639946,1093.0,251.0,104.0,353.0,2698.0,110.0,57.0,True,True,False,,1.2001719308548253,1.2986363830673062,-0.6989804061518563,-0.3261509562670479,3
100,35.0,42.98,19.0,2,4,False,35.8156833377454,128.762839102333,2460.0,283.0,120.0,581.0,3126.0,244.0,126.0,True,False,False,,3.928129473629963,1.5831969384899496,0.30564867612760205,0.5816831601084904,2
100,25.0,33.06,6.0,2,4,False,35.8382614751282,128.765280616524,1141.0,225.0,57.0,339.0,2747.0,60.0,87.0,True,False,False,,0.43322987911560973,1.527434128230719,-0.6370502970388174,-0.7734362697871097,2
300,35.0,26.45,11.0,2,4,False,35.8022923027089,128.736575973657,3561.0,326.0,54.0,278.0,2618.0,14.0,168.0,True,False,False,,1.546224514509811,2.46767516197733,0.5170770420635422,-1.757099201137836,2
200,36.0,26.45,6.0,3,4,True,35.8180857155684,128.729119522823,1776.0,328.0,160.0,191.0,1755.0,160.0,70.0,True,False,False,,1.672158822943266,0.494108850716495,-0.4725779471572479,0.47724688590737924,0
100,28.0,33.06,6.0,3,4,False,35.8211244472645,128.733539391379,1511.0,33.0,82.0,117.0,1331.0,102.0,99.0,True,False,False,,-0.7215706243748436,0.7762971599618925,0.2191453821849708,1.337685644739703,2
100,20.0,26.45,25.0,3,3,False,35.8309418375778,128.730773722973,409.0,210.0,120.0,303.0,484.0,107.0,260.0,True,False,False,,-0.7281458092448255,-2.751244266683276,0.17275074071345456,0.8651122736395506,2
200,35.0,36.36,14.0,3,4,False,35.832671116626,128.728068245832,156.0,132.0,66.0,66.0,672.0,75.0,101.0,True,False,False,,-2.029963547547984,-0.8547547529374784,-1.0178533713281452,1.1900983744785247,2
200,35.0,20.0,6.0,2,4,False,35.8396585497466,128.756435134109,495.0,173.0,54.0,74.0,2027.0,54.0,166.0,False,True,False,,-1.3276681602987852,0.38490935509942004,-0.09698178076227779,-0.23252823040867193,1
200,37.0,25.0,6.0,2,3,False,35.8382692602157,128.75026854551,322.0,321.0,130.0,318.0,1454.0,18.0,348.0,True,False,False,,-0.6272181350259461,-2.545401324555131,0.8569735739938221,-1.4575021659515812,3
100,30.0,27.0,6.0,2,4,False,35.8435669086161,128.756940008501,890.0,270.0,128.0,393.0,2262.0,111.0,297.0,True,True,False,,0.8870239119842543,-1.0757844390711382,1.0779412386180838,-0.6480322546467189,3
100,34.0,26.45,6.0,3,3,False,35.8387129077117,128.754214977277,297.0,75.0,52.0,93.0,1802.0,79.0,194.0,False,True,False,,-1.6641366763665035,-0.0311499423634497,0.33862233753324933,0.5142757084864688,1
100,30.0,23.14,6.0,1,3,False,35.8396757827124,128.751891320114,388.0,166.0,146.0,328.0,1653.0,33.0,235.0,True,True,False,,-0.5581254610725698,-1.3698656871238333,0.7917028258469693,-0.6857683578741101,3
100,35.0,26.45,6.0,2,3,False,35.8391409857947,128.752495428901,320.0,103.0,66.0,248.0,1677.0,48.0,247.0,True,True,False,,-1.4191056061791527,-0.849802998811735,0.5965749557248002,-0.05986955036641248,3
100,26.0,25.3,7.0,2,3,False,35.8399842780487,128.752821423436,412.0,114.0,89.0,281.0,1744.0,85.0,152.0,True,True,False,,-0.6736276494245969,-0.31976840097527626,-0.027566703807972253,0.4038302475317244,3
100,23.0,30.0,6.0,3,3,False,35.821190875764,128.755196932426,1691.0,63.0,43.0,71.0,2207.0,43.0,88.0,True,True,False,,-0.8828876106243981,2.1632011503950643,0.1739101670180293,0.08410673317876713,3
200,25.0,27.0,6.0,2,4,False,35.8217132856426,128.758129225337,1688.0,238.0,255.0,341.0,2394.0,160.0,302.0,True,True,False,,2.402397927367275,-0.9177100779118297,2.594199528636059,-0.4309452473057725,3
100,30.0,30.0,6.0,2,4,False,35.8217299223371,128.757866701383,1679.0,218.0,232.0,318.0,2373.0,136.0,282.0,True,True,False,,1.9681905004323965,-0.6101059615338346,2.3560427965007147,-0.5127215496425996,3
200,25.0,27.0,6.0,2,4,False,35.8217132856433,128.758129225336,1688.0,238.0,255.0,341.0,2394.0,160.0,302.0,True,True,False,,2.402397927367275,-0.9177100779118297,2.594199528636059,-0.4309452473057725,3
200,32.0,29.75,25.0,3,3,False,35.84105300903321,128.75256347656295,532.0,227.0,198.0,387.0,1780.0,31.0,117.0,False,True,False,,0.40341569323853665,-0.8317397414650416,0.02214343647676606,-0.9517700611747457,1
300,45.0,34.0,6.0,2,3,False,35.8233248697358,128.754404561486,1447.0,158.0,138.0,266.0,2014.0,140.0,241.0,True,True,False,,0.794911260598738,-0.24526962858966309,1.379733805265294,0.3770270377264187,3
300,45.0,34.0,6.0,3,3,False,35.8233248697358,128.754404561486,1447.0,158.0,138.0,266.0,2014.0,140.0,241.0,True,True,False,,0.794911260598738,-0.24526962858966309,1.379733805265294,0.3770270377264187,3
100,30.0,30.0,6.0,2,3,False,35.8212824087443,128.756228377476,1695.0,68.0,117.0,163.0,2277.0,56.0,135.0,True,True,False,,-0.06501400452662441,1.410262864469349,1.0400875318161016,-0.17086113513534876,3
100,35.0,34.0,6.0,2,3,False,35.8208633302511,128.755942314591,1736.0,20.0,71.0,133.0,2283.0,108.0,84.0,True,True,False,,-0.12259713739319691,2.0855137073731944,0.5068980056330656,0.8600911317611953,3
300,38.0,30.0,6.0,4,4,False,35.8224885863748,128.757977150293,1601.0,275.0,235.0,360.0,2338.0,166.0,342.0,True,True,False,,2.339165680355909,-1.3094216920542354,2.5427383155025716,-0.478977067224598,3
200,47.0,20.0,6.0,3,4,False,35.8387776461771,128.757172236405,478.0,245.0,81.0,92.0,2056.0,87.0,189.0,False,True,False,,-0.6800821075061783,-0.06746599547812443,-0.02592099189342188,-0.25228685476724344,1
200,34.0,39.67,6.0,3,4,False,35.8295790798413,128.739278219337,529.0,136.0,164.0,301.0,509.0,164.0,213.0,False,False,False,,-0.10232478128097866,-2.453517813570579,0.47051615685111353,1.7481553821586109,2
200,35.0,26.45,6.0,2,4,False,35.8387027855734,128.759251916516,636.0,430.0,70.0,137.0,2232.0,49.0,152.0,False,True,False,,-0.13956263352116582,0.12564416684431273,-1.0801200265575897,-1.3912245211984573,1
200,35.0,29.75,6.0,2,3,False,35.8208633302518,128.755942314591,1736.0,20.0,71.0,133.0,2283.0,108.0,84.0,True,True,False,,-0.12259713739319691,2.0855137073731944,0.5068980056330656,0.8600911317611953,3
200,30.0,29.75,25.0,1,3,False,35.841051866606925,128.75256016017178,532.0,227.0,198.0,387.0,1779.0,31.0,117.0,True,True,False,,0.40292530145724315,-0.8328082338099629,0.02175667268754497,-0.9510863559127469,3
100,25.0,29.75,6.0,1,3,False,35.8217379875126,128.755558284622,1635.0,103.0,48.0,132.0,2198.0,72.0,152.0,True,True,False,,-0.4840700179869117,1.4715112701853361,0.48162923233807914,0.12938234453326386,3
200,30.0,26.45,6.0,3,4,False,35.8308130252135,128.731108098218,437.0,243.0,95.0,336.0,465.0,106.0,275.0,True,False,False,,-0.7292141710406367,-2.8508652186582233,-0.0552168828570079,0.7832720577113951,2
70,20.0,29.75,21.0,3,3,False,35.843329693224355,128.7525748674593,785.0,299.0,248.0,575.0,1920.0,162.0,243.0,True,True,False,,2.4459514178925286,-2.138601521054551,1.079520680593352,-0.2171813608693963,3
100,28.0,29.75,25.0,1,3,False,35.8414280219728,128.751446114039,587.0,317.0,176.0,483.0,1716.0,88.0,188.0,False,True,False,,1.0945393381551105,-1.605941777213598,-0.041268999322880556,-0.6613412532398579,1
200,36.0,26.44,7.0,1,3,False,35.8398698692778,128.752121022971,405.0,156.0,139.0,322.0,1681.0,46.0,206.0,True,False,False,,-0.4954310155602667,-1.090435054827929,0.5631013821345915,-0.434625243888507,2
100,22.0,26.45,7.0,2,3,False,35.8379467530967,128.759386611555,617.0,463.0,21.0,201.0,2222.0,76.0,237.0,False,False,False,,-0.12942743106486337,-0.41528847316662293,-0.9670973976180166,-1.2253600190170202,1
100,30.0,33.06,24.0,1,3,False,35.84095127120123,128.7530316192216,520.0,202.0,157.0,354.0,1811.0,72.0,76.0,True,True,False,,0.3259782119474854,-0.2820534894276984,-0.4926022938258028,-0.18385602861404218,3
150,29.0,29.75,15.0,1,3,False,35.8397707966362,128.751369721666,411.0,214.0,188.0,362.0,1616.0,77.0,267.0,True,True,False,,0.22116880355817836,-1.986431569298686,1.1220620109730857,-0.5126618346818643,3
100,28.0,26.45,31.0,1,3,False,35.8396364764127,128.755997171813,469.0,134.0,59.0,113.0,1989.0,31.0,203.0,False,True,False,,-1.5517973565640943,0.09094207671879151,0.3532648680672021,-0.4389878458996045,1
150,35.0,23.14,6.0,2,3,False,35.83881818767316,128.75470667036274,328.0,62.0,63.0,74.0,1848.0,116.0,218.0,True,True,False,,-1.4014867026323117,-0.14393226516540136,0.7065797752935269,0.8903538661211092,3
300,45.0,33.06,6.0,2,4,True,35.8425554903905,128.759378184807,913.0,396.0,151.0,247.0,2400.0,106.0,67.0,False,True,False,,1.3565326798269226,0.4863493523410732,-0.9600422613137819,-0.8175019967280509,0
200,34.0,23.14,6.0,3,4,False,35.8405656533677,128.75621099798,565.0,152.0,41.0,126.0,2047.0,47.0,173.0,True,True,False,,-1.3443912626672747,0.42545849842592703,-0.05823455550008961,-0.24448781107751133,3
200,32.0,26.44,6.0,1,3,False,35.8436385818848,128.749286761807,880.0,210.0,58.0,796.0,1716.0,58.0,121.0,False,True,False,,0.8723841110983821,-0.7319676770987165,-1.1763880681667138,-0.23659218995989642,1
150,35.0,26.45,6.0,2,4,False,35.8399392915937,128.754434108685,431.0,66.0,17.0,199.0,1873.0,114.0,136.0,True,True,False,,-1.2023687965534222,0.477509787160839,-0.38152062009968213,1.1015241347142144,3
100,24.0,23.14,6.0,2,4,False,35.8434321101939,128.75864529571,951.0,374.0,176.0,355.0,2387.0,33.0,142.0,True,True,False,,1.1405890290887855,-0.183413833729416,-0.13095202588729069,-1.8497172276844926,3
100,35.0,23.14,6.0,1,3,False,35.8388113370615,128.754342753278,312.0,64.0,54.0,92.0,1817.0,85.0,207.0,True,True,False,,-1.642056414623608,-0.08142432773935616,0.5161190904112481,0.5822434835111935,3
100,32.0,26.44,6.0,2,2,False,35.839548947749726,128.75106625821826,398.0,235.0,175.0,360.0,1581.0,97.0,303.0,True,True,False,,0.2642334323443315,-2.2588851335891897,1.207638081454679,-0.3602285229486631,3
100,30.0,26.45,6.0,4,4,False,35.831214370779,128.747506021287,663.0,694.0,117.0,814.0,1099.0,138.0,193.0,False,True,False,,2.766259464457992,-3.2964604711626793,-2.5202970311649158,-0.9261158924291594,1
100,31.0,26.45,6.0,4,4,False,35.8392444310931,128.751710960439,346.0,174.0,130.0,296.0,1617.0,45.0,280.0,True,True,False,,-0.7386528207114624,-1.6237688845864475,0.9984820005433899,-0.5808805420460607,3
50,20.0,26.44,6.0,2,3,False,35.84160064025439,128.75175768894664,600.0,305.0,186.0,479.0,1750.0,83.0,198.0,False,True,False,,1.0916774563414002,-1.638388116588602,0.1884174550620825,-0.749879792888827,1
100,33.0,26.45,6.0,2,3,False,35.8379810484756,128.753082894221,191.0,145.0,37.0,110.0,1678.0,68.0,127.0,False,True,False,,-1.6367284473842216,0.11727938543234277,-0.7115876671387119,0.394796411764426,1
200,35.0,23.14,6.0,2,4,False,35.837971403456,128.758915493752,578.0,422.0,30.0,174.0,2181.0,101.0,231.0,False,True,False,,-0.1169990470540319,-0.38728985316808706,-0.792200571927078,-0.761883896782555,1
200,45.0,33.06,6.0,3,4,True,35.8401419079707,128.759453026634,734.0,422.0,47.0,104.0,2300.0,84.0,47.0,False,True,False,,0.0748475619867873,1.0923312142641541,-1.9936824234955124,-0.7069771899069152,0
200,35.0,26.44,6.0,1,2,False,35.8398932242561,128.75094556051,437.0,255.0,215.0,396.0,1589.0,118.0,293.0,False,True,False,,0.8734076563911941,-2.465278070640178,1.3255668573034192,-0.29974084174099536,1
100,23.0,23.14,7.0,2,3,False,35.83841908447624,128.75833662789205,548.0,357.0,88.0,107.0,2144.0,130.0,189.0,False,True,False,,0.12669689263808445,-0.23485323457677398,-0.4037686353373302,-0.23131040162815236,1
100,25.0,23.14,7.0,2,3,False,35.8394924999828,128.75295967281986,358.0,69.0,56.0,236.0,1731.0,65.0,193.0,True,True,False,,-1.3760925189142035,-0.3005028225615849,0.26367379215907144,0.36743009790254905,3
100,33.0,26.45,6.0,1,3,False,35.8394592642334,128.752137002163,360.0,138.0,114.0,295.0,1662.0,0.0,237.0,False,True,False,,-1.1907228992695578,-1.102868728115708,0.7137356756680756,-0.8799635259416564,1
150,30.0,23.14,6.0,3,4,False,35.84012811592762,128.75583780006556,506.0,144.0,46.0,131.0,1997.0,46.0,203.0,False,True,False,,-1.4270921456285712,0.12200399288024177,0.21139345705736506,-0.26954221454493016,1
200,33.0,23.14,6.0,3,4,True,35.8400713261697,128.759110051194,704.0,397.0,78.0,75.0,2268.0,71.0,16.0,True,True,False,,0.042671585685374123,1.2021549791959059,-1.904189524743751,-0.7712854517940015,0
200,40.0,26.44,6.0,2,3,False,35.8388891117902,128.75218101222,297.0,136.0,76.0,239.0,1640.0,63.0,256.0,False,True,False,,-1.2163479978210738,-1.0702131224081248,0.5881541499488441,-0.020695291672747307,1
200,35.0,23.14,6.0,3,3,False,35.8394776528487,128.753581859678,362.0,31.0,0.0,193.0,1782.0,48.0,179.0,True,True,False,,-2.047767736723096,0.270682801404055,-0.05130429285862283,0.4760711902248978,3
200,25.0,26.44,6.0,0,3,False,35.8399179068708,128.753084131462,405.0,94.0,66.0,259.0,1762.0,100.0,146.0,True,True,False,,-0.8222246101467447,-0.09650963556410896,-0.14757399634168414,0.7278263562404724,3
70,22.0,19.85,7.0,3,3,False,35.8384280556348,128.757236901207,462.0,263.0,73.0,118.0,2050.0,116.0,222.0,False,True,False,,-0.458313427834179,-0.3656007595542723,0.06909783224512223,-0.01946982268705155,1
200,33.0,26.45,6.0,1,3,False,35.8429280801075,128.755610114606,780.0,151.0,76.0,377.0,2122.0,140.0,248.0,True,True,False,,0.28737312999159054,-0.5126867126570441,0.6920839738229578,0.47694040999638665,3
200,44.0,36.36,6.0,2,4,False,35.84126662566593,128.75759822733897,700.0,225.0,92.0,134.0,2193.0,41.0,110.0,False,True,False,,-0.5823191852511533,0.6952544318456176,-0.38872650681865073,-0.7067603659558026,1
70,22.0,26.45,6.0,3,3,False,35.8435549918902,128.753203588282,810.0,276.0,301.0,554.0,1981.0,180.0,277.0,False,True,False,,2.8072759408786023,-2.4614975299095474,1.8974675701182881,-0.18563100299978827,1
200,30.0,23.14,6.0,2,3,False,35.838725063147,128.753598381379,280.0,53.0,40.0,142.0,1751.0,40.0,193.0,False,True,False,,-1.9934126921004123,-0.042267848407556645,0.27476937382377425,0.19128076920778092,1
100,28.0,26.44,6.0,3,3,False,35.8411681643322,128.7520005081445,549.0,264.0,232.0,428.0,1743.0,31.0,168.0,False,True,False,,0.7725083477218405,-1.489648389733763,0.4969700791825331,-1.2754347472623269,1
100,25.0,26.45,6.0,2,4,False,35.8380471062342,128.765120600279,1123.0,248.0,76.0,357.0,2728.0,87.0,80.0,True,True,False,,0.85559232649187,1.3526396308570827,-0.683871543272391,-0.5715072011687683,3
200,28.0,26.45,6.0,2,4,False,35.8410516495897,128.758224198577,718.0,285.0,42.0,94.0,2235.0,49.0,52.0,True,True,False,,-0.6824243048342468,1.3103834247906698,-1.4329177065384606,-0.5777989388564874,3
150,33.0,26.45,7.0,2,3,False,35.8397815652292,128.7522565321,393.0,140.0,124.0,306.0,1688.0,38.0,203.0,False,True,False,,-0.7410771765277003,-0.9364270397710823,0.5063087719696859,-0.4209365558864338,1
100,33.0,23.14,6.0,3,4,False,35.8401817579736,128.757037981394,575.0,235.0,14.0,46.0,2099.0,82.0,97.0,False,True,False,,-1.1137327680950913,1.0558794910107598,-1.1443935010222481,0.09307179910709515,1
100,28.0,26.44,6.0,3,3,False,35.839574379552445,128.75228860583343,370.0,128.0,115.0,291.0,1680.0,19.0,218.0,False,True,False,,-1.0484026735806955,-0.9498832542777282,0.616951602336044,-0.5956839192129045,1
100,30.0,23.14,7.0,2,3,False,35.8392456786841,128.752638724298,331.0,90.0,68.0,245.0,1693.0,51.0,230.0,False,True,False,,-1.394059672500256,-0.6976024536002166,0.5393528832771315,0.04010040975172667,1
70,27.0,26.44,6.0,3,3,False,35.8394085706487,128.75306085859,349.0,57.0,47.0,223.0,1736.0,52.0,198.0,False,True,False,,-1.6075247627364333,-0.23472542224201598,0.29981546774242196,0.2740833608588299,1
